puma,units_occupied_0812_count,units_occupied_0812_count_moe,units_occupied_0812_count_cv,units_occupied_0812_pct,units_occupied_owner_0812_count,units_occupied_owner_0812_count_moe,units_occupied_owner_0812_count_cv,units_occupied_owner_0812_pct,units_occupied_owner_0812_pct_moe,units_occupied_renter_0812_count,units_occupied_renter_0812_count_moe,units_occupied_renter_0812_count_cv,units_occupied_renter_0812_pct,units_occupied_renter_0812_pct_moe,units_occupied_wnh_0812_count,units_occupied_wnh_0812_count_moe,units_occupied_wnh_0812_count_cv,units_occupied_wnh_0812_pct,units_occupied_owner_wnh_0812_count,units_occupied_owner_wnh_0812_count_moe,units_occupied_owner_wnh_0812_count_cv,units_occupied_owner_wnh_0812_pct,units_occupied_owner_wnh_0812_pct_moe,units_occupied_renter_wnh_0812_count,units_occupied_renter_wnh_0812_count_moe,units_occupied_renter_wnh_0812_count_cv,units_occupied_renter_wnh_0812_pct,units_occupied_renter_wnh_0812_pct_moe,units_occupied_bnh_0812_count,units_occupied_bnh_0812_count_moe,units_occupied_bnh_0812_count_cv,units_occupied_bnh_0812_pct,units_occupied_owner_bnh_0812_count,units_occupied_owner_bnh_0812_count_moe,units_occupied_owner_bnh_0812_count_cv,units_occupied_owner_bnh_0812_pct,units_occupied_owner_bnh_0812_pct_moe,units_occupied_renter_bnh_0812_count,units_occupied_renter_bnh_0812_count_moe,units_occupied_renter_bnh_0812_count_cv,units_occupied_renter_bnh_0812_pct,units_occupied_renter_bnh_0812_pct_moe,units_occupied_hsp_0812_count,units_occupied_hsp_0812_count_moe,units_occupied_hsp_0812_count_cv,units_occupied_hsp_0812_pct,units_occupied_owner_hsp_0812_count,units_occupied_owner_hsp_0812_count_moe,units_occupied_owner_hsp_0812_count_cv,units_occupied_owner_hsp_0812_pct,units_occupied_owner_hsp_0812_pct_moe,units_occupied_renter_hsp_0812_count,units_occupied_renter_hsp_0812_count_moe,units_occupied_renter_hsp_0812_count_cv,units_occupied_renter_hsp_0812_pct,units_occupied_renter_hsp_0812_pct_moe,units_occupied_anh_0812_count,units_occupied_anh_0812_count_moe,units_occupied_anh_0812_count_cv,units_occupied_anh_0812_pct,units_occupied_owner_anh_0812_count,units_occupied_owner_anh_0812_count_moe,units_occupied_owner_anh_0812_count_cv,units_occupied_owner_anh_0812_pct,units_occupied_owner_anh_0812_pct_moe,units_occupied_renter_anh_0812_count,units_occupied_renter_anh_0812_count_moe,units_occupied_renter_anh_0812_count_cv,units_occupied_renter_anh_0812_pct,units_occupied_renter_anh_0812_pct_moe,units_occupied_1519_count,units_occupied_1519_count_moe,units_occupied_1519_count_cv,units_occupied_1519_pct,units_occupied_owner_1519_count,units_occupied_owner_1519_count_moe,units_occupied_owner_1519_count_cv,units_occupied_owner_1519_pct,units_occupied_owner_1519_pct_moe,units_occupied_renter_1519_count,units_occupied_renter_1519_count_moe,units_occupied_renter_1519_count_cv,units_occupied_renter_1519_pct,units_occupied_renter_1519_pct_moe,units_occupied_wnh_1519_count,units_occupied_wnh_1519_count_moe,units_occupied_wnh_1519_count_cv,units_occupied_wnh_1519_pct,units_occupied_owner_wnh_1519_count,units_occupied_owner_wnh_1519_count_moe,units_occupied_owner_wnh_1519_count_cv,units_occupied_owner_wnh_1519_pct,units_occupied_owner_wnh_1519_pct_moe,units_occupied_renter_wnh_1519_count,units_occupied_renter_wnh_1519_count_moe,units_occupied_renter_wnh_1519_count_cv,units_occupied_renter_wnh_1519_pct,units_occupied_renter_wnh_1519_pct_moe,units_occupied_bnh_1519_count,units_occupied_bnh_1519_count_moe,units_occupied_bnh_1519_count_cv,units_occupied_bnh_1519_pct,units_occupied_owner_bnh_1519_count,units_occupied_owner_bnh_1519_count_moe,units_occupied_owner_bnh_1519_count_cv,units_occupied_owner_bnh_1519_pct,units_occupied_owner_bnh_1519_pct_moe,units_occupied_renter_bnh_1519_count,units_occupied_renter_bnh_1519_count_moe,units_occupied_renter_bnh_1519_count_cv,units_occupied_renter_bnh_1519_pct,units_occupied_renter_bnh_1519_pct_moe,units_occupied_hsp_1519_count,units_occupied_hsp_1519_count_moe,units_occupied_hsp_1519_count_cv,units_occupied_hsp_1519_pct,units_occupied_owner_hsp_1519_count,units_occupied_owner_hsp_1519_count_moe,units_occupied_owner_hsp_1519_count_cv,units_occupied_owner_hsp_1519_pct,units_occupied_owner_hsp_1519_pct_moe,units_occupied_renter_hsp_1519_count,units_occupied_renter_hsp_1519_count_moe,units_occupied_renter_hsp_1519_count_cv,units_occupied_renter_hsp_1519_pct,units_occupied_renter_hsp_1519_pct_moe,units_occupied_anh_1519_count,units_occupied_anh_1519_count_moe,units_occupied_anh_1519_count_cv,units_occupied_anh_1519_pct,units_occupied_owner_anh_1519_count,units_occupied_owner_anh_1519_count_moe,units_occupied_owner_anh_1519_count_cv,units_occupied_owner_anh_1519_pct,units_occupied_owner_anh_1519_pct_moe,units_occupied_renter_anh_1519_count,units_occupied_renter_anh_1519_count_moe,units_occupied_renter_anh_1519_count_cv,units_occupied_renter_anh_1519_pct,units_occupied_renter_anh_1519_pct_moe
04013,49956,519,0.6,100,19290,838,2.6,38.6,1.6,30666,875,1.7,61.4,1.6,34796,816,1.4,100,14543,746,3.1,41.8,1.9,20253,768,2.3,58.2,1.7,646,200,18.8,100,49,46,57.6,7.6,6.8,597,187,19.1,92.4,5.1,6347,691,6.6,100,1067,302,17.2,16.8,4.4,5280,547,6.3,83.2,12.5,7580,613,4.9,100,3512,470,8.1,46.3,4.9,4068,509,7.6,53.7,5.1,47718,553,0.7,100,19866,828,2.5,41.6,1.7,27852,870,1.9,58.4,1.7,29895,700,1.4,100,13698,684,3.0,45.8,2.0,16197,793,3.0,54.2,2.3,1093,243,13.5,100,43,45,63.6,3.9,4.0,1050,244,14.1,96.1,6.3,7116,577,4.9,100,1336,279,12.7,18.8,3.6,5780,555,5.8,81.2,4.2,8520,489,3.5,100,4516,387,5.2,53.0,3.4,4004,399,6.1,47.0,3.8
04014,46968,648,0.8,100,14717,850,3.5,31.3,1.8,32251,980,1.8,68.7,1.9,33682,778,1.4,100,11762,797,4.1,34.9,2.2,21920,999,2.8,65.1,2.6,1332,325,14.8,100,414,153,22.5,31.1,8.6,918,334,22.1,68.9,18.7,5559,545,6.0,100,610,198,19.7,11.0,3.4,4949,531,6.5,89.0,3.9,5875,457,4.7,100,1768,299,10.3,30.1,4.5,4107,455,6.7,69.9,5.5,44133,530,0.7,100,15272,721,2.9,34.6,1.6,28861,889,1.9,65.4,1.9,31012,711,1.4,100,11854,648,3.3,38.2,1.9,19158,851,2.7,61.8,2.3,1293,335,15.8,100,384,172,27.2,29.7,10.9,909,263,17.6,70.3,9.1,4994,487,5.9,100,887,214,14.6,17.8,3.9,4107,440,6.5,82.2,3.7,5946,488,5.0,100,1879,286,9.3,31.6,4.1,4067,482,7.2,68.4,5.9
04015,55913,578,0.6,100,12861,732,3.5,23.0,1.3,43052,816,1.2,77.0,1.2,23877,854,2.2,100,8957,703,4.8,37.5,2.6,14920,736,3.0,62.5,2.1,20009,848,2.6,100,2349,382,9.9,11.7,1.8,17660,817,2.8,88.3,1.6,7226,695,5.8,100,518,180,21.2,7.2,2.4,6708,718,6.5,92.8,4.3,3788,393,6.3,100,816,203,15.2,21.5,4.9,2972,413,8.5,78.5,7.3,57254,598,0.6,100,13149,708,3.3,23.0,1.2,44105,899,1.2,77.0,1.3,25178,913,2.2,100,9303,691,4.5,36.9,2.4,15875,922,3.5,63.1,2.9,18246,729,2.4,100,1836,273,9.0,10.1,1.4,16410,740,2.7,89.9,1.9,7811,803,6.3,100,749,239,19.4,9.6,2.9,7062,758,6.5,90.4,2.8,4376,507,7.0,100,1054,248,14.3,24.1,4.9,3322,453,8.3,75.9,5.5
04016,55527,585,0.6,100,25730,904,2.1,46.3,1.6,29797,893,1.8,53.7,1.5,43063,846,1.2,100,20813,782,2.3,48.3,1.5,22250,923,2.5,51.7,1.9,2032,452,13.5,100,280,153,33.3,13.8,6.9,1752,438,15.2,86.2,9.8,3485,498,8.7,100,684,215,19.1,19.6,5.5,2801,438,9.5,80.4,5.1,6321,616,5.9,100,3737,495,8.1,59.1,5.3,2584,388,9.1,40.9,4.7,55971,620,0.7,100,25710,904,2.1,45.9,1.5,30261,1068,2.1,54.1,1.8,40382,908,1.4,100,19672,807,2.5,48.7,1.7,20710,937,2.7,51.3,2.0,2260,401,10.8,100,251,128,31.1,11.1,5.3,2009,393,11.9,88.9,7.3,4354,519,7.2,100,940,226,14.6,21.6,4.5,3414,471,8.4,78.4,5.5,7812,532,4.1,100,4583,436,5.8,58.7,3.9,3229,417,7.8,41.3,4.5
04017,62180,657,0.6,100,22457,807,2.2,36.1,1.2,39723,888,1.4,63.9,1.3,36823,919,1.5,100,12562,724,3.5,34.1,1.8,24261,921,2.3,65.9,1.9,561,176,19.1,100,28,34,73.5,5.0,5.8,533,167,19.0,95.0,42.1,7033,677,5.9,100,658,204,18.8,9.4,2.8,6375,674,6.4,90.6,4.0,17127,631,2.2,100,9075,666,4.5,53.0,3.4,8052,564,4.3,47.0,2.8,63678,585,0.6,100,22720,881,2.4,35.7,1.3,40958,1023,1.5,64.3,1.5,30844,811,1.6,100,9818,618,3.8,31.8,1.8,21026,757,2.2,68.2,1.7,723,200,16.8,100,59,59,60.8,8.2,7.8,664,181,16.6,91.8,35.7,8518,728,5.2,100,658,184,17.0,7.7,2.1,7860,717,5.5,92.3,3.0,21929,788,2.2,100,11907,696,3.6,54.3,2.5,10022,762,4.6,45.7,3.1
04018,44073,591,0.8,100,12830,695,3.3,29.1,1.5,31243,860,1.7,70.9,1.7,30174,771,1.6,100,9261,556,3.6,30.7,1.7,20913,898,2.6,69.3,2.4,4657,445,5.8,100,457,198,26.4,9.8,4.2,4200,442,6.4,90.2,4.0,4972,585,7.1,100,804,262,19.8,16.2,4.9,4168,534,7.8,83.8,4.3,3973,479,7.3,100,2143,403,11.4,53.9,7.8,1830,344,11.4,46.1,6.6,45962,554,0.7,100,12784,801,3.8,27.8,1.7,33178,928,1.7,72.2,1.8,29903,886,1.8,100,9445,749,4.8,31.6,2.3,20458,992,2.9,68.4,2.6,4838,596,7.5,100,407,196,29.3,8.4,3.9,4431,613,8.4,91.6,5.7,5507,640,7.1,100,479,210,26.6,8.7,3.7,5028,630,7.6,91.3,4.3,4589,469,6.2,100,2106,385,11.1,45.9,7.0,2483,338,8.3,54.1,4.9
04101,73052,799,0.7,100,14798,870,3.6,20.3,1.2,58254,877,0.9,79.7,0.8,40797,1045,1.6,100,10906,745,4.2,26.7,1.7,29891,975,2.0,73.3,1.5,4905,500,6.2,100,182,122,40.6,3.7,2.4,4723,498,6.4,96.3,2.6,17493,924,3.2,100,1847,394,13.0,10.6,2.2,15646,833,3.2,89.4,0.6,8280,769,5.6,100,1659,303,11.1,20.0,3.1,6621,750,6.9,80.0,5.2,71009,1022,0.9,100,13389,706,3.2,18.9,1.0,57620,1276,1.3,81.1,1.4,39652,1079,1.7,100,9268,627,4.1,23.4,1.4,30384,1162,2.3,76.6,2.1,4554,475,6.3,100,155,95,37.3,3.4,2.1,4399,468,6.5,96.6,2.0,15327,716,2.8,100,1851,349,11.5,12.1,2.2,13476,705,3.2,87.9,2.1,9800,744,4.6,100,1926,269,8.5,19.7,2.3,7874,702,5.4,80.3,3.7
04102,54292,729,0.8,100,18428,927,3.1,33.9,1.6,35864,1023,1.7,66.1,1.7,9590,694,4.4,100,4878,510,6.4,50.9,3.8,4712,585,7.6,49.1,5.0,3708,514,8.4,100,1885,347,11.2,50.8,6.2,1823,377,12.6,49.2,7.5,31049,1086,2.1,100,6902,727,6.4,22.2,2.2,24147,1008,2.5,77.8,1.8,9071,801,5.4,100,4319,574,8.1,47.6,4.7,4752,665,8.5,52.4,5.7,52441,802,0.9,100,18482,892,2.9,35.2,1.6,33959,992,1.8,64.8,1.6,8139,616,4.6,100,4288,447,6.3,52.7,3.8,3851,538,8.5,47.3,5.6,3312,402,7.4,100,1802,320,10.8,54.4,7.1,1510,297,12.0,45.6,7.1,31016,1112,2.2,100,7515,791,6.4,24.2,2.4,23501,1091,2.8,75.8,2.2,9309,650,4.2,100,4560,544,7.2,49.0,4.7,4749,535,6.9,51.0,4.5
04103,88320,789,0.5,100,42146,1170,1.7,47.7,1.3,46174,1188,1.6,52.3,1.3,33141,929,1.7,100,21922,807,2.2,66.1,1.6,11219,935,5.1,33.9,2.7,2056,378,11.2,100,191,115,36.5,9.3,5.3,1865,352,11.5,90.7,4.0,12161,1021,5.1,100,2974,458,9.4,24.5,3.2,9187,788,5.2,75.5,1.3,38955,1223,1.9,100,16016,1062,4.0,41.1,2.4,22939,1188,3.1,58.9,2.4,86782,858,0.6,100,39889,1107,1.7,46.0,1.2,46893,1121,1.5,54.0,1.2,26860,990,2.2,100,18451,831,2.7,68.7,1.8,8409,819,5.9,31.3,2.8,1643,297,11.0,100,299,148,30.1,18.2,8.4,1344,247,11.2,81.8,2.8,12790,1012,4.8,100,3447,525,9.3,27.0,3.5,9343,839,5.5,73.0,3.1,43983,1135,1.6,100,17069,863,3.1,38.8,1.7,26914,1038,2.3,61.2,1.8
04104,44125,524,0.7,100,30764,912,1.8,69.7,1.9,13361,879,4.0,30.3,2.0,24789,725,1.8,100,18484,767,2.5,74.6,2.2,6305,620,6.0,25.4,2.4,845,275,19.8,100,521,252,29.5,61.7,22.2,324,161,30.1,38.3,14.4,3862,475,7.5,100,2030,353,10.6,52.6,6.4,1832,363,12.0,47.4,7.4,13983,709,3.1,100,9241,742,4.9,66.1,4.1,4742,580,7.4,33.9,3.8,43388,453,0.6,100,30135,821,1.7,69.5,1.7,13253,819,3.8,30.5,1.9,20763,723,2.1,100,15562,709,2.8,75.0,2.2,5201,658,7.7,25.0,3.0,1073,252,14.3,100,421,147,21.2,39.2,10.1,652,194,18.1,60.8,11.1,4284,548,7.8,100,2198,349,9.7,51.3,4.8,2086,377,11.0,48.7,6.2,16531,585,2.1,100,11380,594,3.2,68.8,2.6,5151,606,7.2,31.2,3.5
04105,61002,622,0.6,100,44511,1081,1.5,73.0,1.6,16491,1035,3.8,27.0,1.7,12062,680,3.4,100,9379,617,4.0,77.8,2.6,2683,434,9.8,22.2,3.4,33392,855,1.6,100,24002,963,2.4,71.9,2.2,9390,808,5.2,28.1,2.3,5880,668,6.9,100,3750,561,9.1,63.8,6.2,2130,394,11.2,36.2,5.3,7451,542,4.4,100,5807,547,5.7,77.9,4.7,1644,319,11.8,22.1,4.0,61092,676,0.7,100,44729,1079,1.5,73.2,1.6,16363,989,3.7,26.8,1.6,9986,691,4.2,100,7854,607,4.7,78.7,2.7,2132,386,11.0,21.3,3.6,32613,962,1.8,100,23288,926,2.4,71.4,1.9,9325,908,5.9,28.6,2.7,6663,574,5.2,100,4588,522,6.9,68.9,5.1,2075,413,12.1,31.1,5.6,8302,524,3.8,100,6628,487,4.5,79.8,3.0,1674,312,11.3,20.2,3.5
04106,54726,563,0.6,100,25846,1185,2.8,47.2,2.1,28880,1175,2.5,52.8,2.1,20287,954,2.9,100,10976,802,4.4,54.1,3.0,9311,835,5.5,45.9,3.5,7981,611,4.7,100,2435,408,10.2,30.5,4.5,5546,553,6.1,69.5,4.4,9414,722,4.7,100,3037,495,9.9,32.3,4.6,6377,682,6.5,67.7,5.0,15412,961,3.8,100,8572,777,5.5,55.6,3.7,6840,686,6.1,44.4,3.5,55492,522,0.6,100,25154,1040,2.5,45.3,1.8,30338,1099,2.2,54.7,1.9,17813,858,2.9,100,9864,743,4.6,55.4,3.2,7949,697,5.3,44.6,3.3,8194,840,6.2,100,2317,428,11.2,28.3,4.3,5877,783,8.1,71.7,6.1,10601,985,5.7,100,3170,583,11.2,29.9,4.7,7431,772,6.3,70.1,3.3,16253,1035,3.9,100,8973,746,5.1,55.2,2.9,7280,834,7.0,44.8,4.3
04107,43741,562,0.8,100,10468,818,4.7,23.9,1.8,33273,981,1.8,76.1,2.0,4725,515,6.6,100,1717,355,12.6,36.3,6.4,3008,457,9.2,63.7,6.7,3517,445,7.7,100,237,160,41.1,6.7,4.5,3280,466,8.6,93.3,6.0,20556,880,2.6,100,2857,495,10.5,13.9,2.3,17699,926,3.2,86.1,2.6,14247,796,3.4,100,5453,608,6.8,38.3,3.7,8794,648,4.5,61.7,3.0,42764,666,0.9,100,10462,712,4.1,24.5,1.6,32302,837,1.6,75.5,1.6,3695,517,8.5,100,1315,313,14.5,35.6,6.9,2380,459,11.7,64.4,8.5,2797,490,10.7,100,244,124,30.9,8.7,4.2,2553,458,10.9,91.3,3.5,20913,923,2.7,100,2474,459,11.3,11.8,2.1,18439,969,3.2,88.2,2.5,14427,870,3.7,100,6048,576,5.8,41.9,3.1,8379,702,5.1,58.1,3.4
04108,51225,520,0.6,100,23192,1020,2.7,45.3,1.9,28033,995,2.2,54.7,1.9,30568,860,1.7,100,13082,851,4.0,42.8,2.5,17486,979,3.4,57.2,2.8,1193,338,17.2,100,335,163,29.6,28.1,11.1,858,304,21.6,71.9,15.3,6669,767,7.0,100,2194,445,12.3,32.9,5.5,4475,617,8.4,67.1,5.1,11422,733,3.9,100,6902,610,5.4,60.4,3.7,4520,541,7.3,39.6,4.0,51831,584,0.7,100,24550,974,2.4,47.4,1.8,27281,1128,2.5,52.6,2.1,27409,886,2.0,100,12371,845,4.2,45.1,2.7,15038,917,3.7,54.9,2.8,1500,347,14.1,100,381,176,28.1,25.4,10.1,1119,293,15.9,74.6,9.1,7226,691,5.8,100,2583,504,11.9,35.7,6.1,4643,656,8.6,64.3,6.7,14161,839,3.6,100,8785,708,4.9,62.0,3.4,5376,612,6.9,38.0,3.7
04109,51040,598,0.7,100,13451,808,3.7,26.4,1.6,37589,944,1.5,73.6,1.6,19118,876,2.8,100,5876,537,5.6,30.7,2.4,13242,816,3.7,69.3,2.9,955,211,13.4,100,260,145,33.8,27.2,13.9,695,217,19.0,72.8,16.1,14700,825,3.4,100,2360,403,10.4,16.1,2.6,12340,797,3.9,83.9,2.7,15586,950,3.7,100,4732,528,6.8,30.4,2.8,10854,889,5.0,69.6,3.8,53751,803,0.9,100,15303,857,3.4,28.5,1.5,38448,966,1.5,71.5,1.4,19920,1025,3.1,100,6493,599,5.6,32.6,2.5,13427,809,3.7,67.4,2.1,1089,275,15.3,100,276,148,32.6,25.3,12.0,813,264,19.7,74.7,15.3,14950,980,4.0,100,2829,484,10.4,18.9,3.0,12121,904,4.5,81.1,2.9,16521,810,3.0,100,5418,527,5.9,32.8,2.8,11103,645,3.5,67.2,2.1
04110,61169,766,0.8,100,24724,955,2.3,40.4,1.5,36445,933,1.6,59.6,1.3,38030,894,1.4,100,19204,884,2.8,50.5,2.0,18826,873,2.8,49.5,2.0,785,276,21.3,100,54,78,88.0,6.9,9.7,731,259,21.5,93.1,3.9,18185,898,3.0,100,3459,440,7.7,19.0,2.2,14726,861,3.6,81.0,2.5,3763,492,8.0,100,1867,371,12.1,49.6,7.4,1896,348,11.2,50.4,6.5,62374,639,0.6,100,25378,859,2.1,40.7,1.3,36996,992,1.6,59.3,1.5,36868,887,1.5,100,18793,794,2.6,51.0,1.8,18075,955,3.2,49.0,2.3,922,229,15.1,100,178,118,40.2,19.3,11.8,744,238,19.4,80.7,16.2,19167,915,2.9,100,3748,433,7.0,19.6,2.1,15419,851,3.4,80.4,2.2,4625,423,5.6,100,2295,284,7.5,49.6,4.1,2330,396,10.3,50.4,7.2
04111,44733,539,0.7,100,20434,1050,3.1,45.7,2.3,24299,961,2.4,54.3,2.0,12660,628,3.0,100,6582,486,4.5,52.0,2.8,6078,567,5.7,48.0,3.8,3359,494,8.9,100,1160,279,14.6,34.5,6.6,2199,388,10.7,65.5,6.4,16562,917,3.4,100,6297,616,5.9,38.0,3.1,10265,810,4.8,62.0,3.5,9192,588,3.9,100,4813,513,6.5,52.4,4.5,4379,424,5.9,47.6,3.5,43844,598,0.8,100,20204,633,1.9,46.1,1.3,23640,795,2.0,53.9,1.7,11012,511,2.8,100,5763,369,3.9,52.3,2.3,5249,430,5.0,47.7,3.2,2850,355,7.6,100,926,195,12.8,32.5,5.5,1924,293,9.3,67.5,6.0,16744,775,2.8,100,6091,432,4.3,36.4,2.0,10653,694,4.0,63.6,2.9,10125,522,3.1,100,5711,432,4.6,56.4,3.1,4414,454,6.3,43.6,3.9
04112,69210,818,0.7,100,33997,1125,2.0,49.1,1.5,35213,1123,1.9,50.9,1.5,997,243,14.8,100,540,173,19.4,54.2,11.2,457,153,20.4,45.8,10.5,47626,1048,1.3,100,25281,1054,2.5,53.1,1.9,22345,1041,2.8,46.9,1.9,10271,695,4.1,100,2907,420,8.8,28.3,3.6,7364,662,5.5,71.7,4.2,5987,484,4.9,100,2771,415,9.1,46.3,5.8,3216,407,7.7,53.7,5.2,72300,913,0.8,100,36019,1005,1.7,49.8,1.2,36281,1155,1.9,50.2,1.5,1303,301,14.1,100,535,159,18.0,41.1,7.6,768,251,19.8,58.9,13.6,47783,933,1.2,100,25234,934,2.3,52.8,1.7,22549,965,2.6,47.2,1.8,10158,716,4.3,100,3274,383,7.1,32.2,3.0,6884,649,5.7,67.8,4.2,8368,707,5.1,100,3908,449,7.0,46.7,3.6,4460,595,8.1,53.3,5.5
04113,40129,510,0.8,100,25752,1144,2.7,64.2,2.7,14377,1004,4.2,35.8,2.5,13437,779,3.5,100,10209,769,4.6,76.0,3.7,3228,639,12.0,24.0,4.5,5887,556,5.7,100,3308,441,8.1,56.2,5.3,2579,455,10.7,43.8,6.5,9126,775,5.2,100,4941,676,8.3,54.1,5.8,4185,577,8.4,45.9,5.0,6213,594,5.8,100,3888,520,8.1,62.6,5.9,2325,409,10.7,37.4,5.5,39105,607,0.9,100,26578,801,1.8,68.0,1.8,12527,723,3.5,32.0,1.8,11991,683,3.5,100,9341,556,3.6,77.9,1.3,2650,577,13.2,22.1,4.6,5541,478,5.2,100,3637,379,6.3,65.6,3.8,1904,328,10.5,34.4,5.1,8936,636,4.3,100,5079,570,6.8,56.8,4.9,3857,511,8.1,43.2,4.8,8231,530,3.9,100,5604,436,4.7,68.1,3.0,2627,375,8.7,31.9,4.1
04114,39548,602,0.9,100,15279,826,3.3,38.6,2.0,24269,925,2.3,61.4,2.1,15762,684,2.6,100,9063,578,3.9,57.5,2.7,6699,629,5.7,42.5,3.5,14966,810,3.3,100,4121,522,7.7,27.5,3.2,10845,751,4.2,72.5,3.1,7331,713,5.9,100,1502,389,15.7,20.5,4.9,5829,605,6.3,79.5,2.9,739,321,26.4,100,256,164,38.8,34.6,16.2,483,294,37.0,65.4,27.9,42788,526,0.7,100,15421,1020,4.0,36.0,2.3,27367,998,2.2,64.0,2.2,15950,795,3.0,100,9251,656,4.3,58.0,2.9,6699,703,6.4,42.0,3.9,15388,886,3.5,100,3799,576,9.2,24.7,3.5,11589,953,5.0,75.3,4.4,9470,888,5.7,100,1416,378,16.2,15.0,3.7,8054,839,6.3,85.0,3.9,1390,350,15.3,100,602,194,19.6,43.3,8.7,788,301,23.2,56.7,16.3
