puma,households_grapi_0812_count,households_grapi_0812_count_moe,households_grapi_0812_count_cv,households_grapi_0812_pct,households_grapi_0812_pct_moe,households_rb_0812_count,households_rb_0812_count_moe,households_rb_0812_count_cv,households_rb_0812_pct,households_rb_0812_pct_moe,households_erb_0812_count,households_erb_0812_count_moe,households_erb_0812_count_cv,households_erb_0812_pct,households_erb_0812_pct_moe,households_grapi_0812_wnh_count,households_grapi_0812_wnh_count_moe,households_grapi_0812_wnh_count_cv,households_grapi_0812_wnh_pct,households_grapi_0812_wnh_pct_moe,households_rb_0812_wnh_count,households_rb_0812_wnh_count_moe,households_rb_0812_wnh_count_cv,households_rb_0812_wnh_pct,households_rb_0812_wnh_pct_moe,households_erb_0812_wnh_count,households_erb_0812_wnh_count_moe,households_erb_0812_wnh_count_cv,households_erb_0812_wnh_pct,households_erb_0812_wnh_pct_moe,households_grapi_0812_bnh_count,households_grapi_0812_bnh_count_moe,households_grapi_0812_bnh_count_cv,households_grapi_0812_bnh_pct,households_grapi_0812_bnh_pct_moe,households_rb_0812_bnh_count,households_rb_0812_bnh_count_moe,households_rb_0812_bnh_count_cv,households_rb_0812_bnh_pct,households_rb_0812_bnh_pct_moe,households_erb_0812_bnh_count,households_erb_0812_bnh_count_moe,households_erb_0812_bnh_count_cv,households_erb_0812_bnh_pct,households_erb_0812_bnh_pct_moe,households_grapi_0812_hsp_count,households_grapi_0812_hsp_count_moe,households_grapi_0812_hsp_count_cv,households_grapi_0812_hsp_pct,households_grapi_0812_hsp_pct_moe,households_rb_0812_hsp_count,households_rb_0812_hsp_count_moe,households_rb_0812_hsp_count_cv,households_rb_0812_hsp_pct,households_rb_0812_hsp_pct_moe,households_erb_0812_hsp_count,households_erb_0812_hsp_count_moe,households_erb_0812_hsp_count_cv,households_erb_0812_hsp_pct,households_erb_0812_hsp_pct_moe,households_grapi_0812_anh_count,households_grapi_0812_anh_count_moe,households_grapi_0812_anh_count_cv,households_grapi_0812_anh_pct,households_grapi_0812_anh_pct_moe,households_rb_0812_anh_count,households_rb_0812_anh_count_moe,households_rb_0812_anh_count_cv,households_rb_0812_anh_pct,households_rb_0812_anh_pct_moe,households_erb_0812_anh_count,households_erb_0812_anh_count_moe,households_erb_0812_anh_count_cv,households_erb_0812_anh_pct,households_erb_0812_anh_pct_moe,households_grapi_1519_count,households_grapi_1519_count_moe,households_grapi_1519_count_cv,households_grapi_1519_pct,households_grapi_1519_pct_moe,households_rb_1519_count,households_rb_1519_count_moe,households_rb_1519_count_cv,households_rb_1519_pct,households_rb_1519_pct_moe,households_erb_1519_count,households_erb_1519_count_moe,households_erb_1519_count_cv,households_erb_1519_pct,households_erb_1519_pct_moe,households_grapi_1519_wnh_count,households_grapi_1519_wnh_count_moe,households_grapi_1519_wnh_count_cv,households_grapi_1519_wnh_pct,households_grapi_1519_wnh_pct_moe,households_rb_1519_wnh_count,households_rb_1519_wnh_count_moe,households_rb_1519_wnh_count_cv,households_rb_1519_wnh_pct,households_rb_1519_wnh_pct_moe,households_erb_1519_wnh_count,households_erb_1519_wnh_count_moe,households_erb_1519_wnh_count_cv,households_erb_1519_wnh_pct,households_erb_1519_wnh_pct_moe,households_grapi_1519_bnh_count,households_grapi_1519_bnh_count_moe,households_grapi_1519_bnh_count_cv,households_grapi_1519_bnh_pct,households_grapi_1519_bnh_pct_moe,households_rb_1519_bnh_count,households_rb_1519_bnh_count_moe,households_rb_1519_bnh_count_cv,households_rb_1519_bnh_pct,households_rb_1519_bnh_pct_moe,households_erb_1519_bnh_count,households_erb_1519_bnh_count_moe,households_erb_1519_bnh_count_cv,households_erb_1519_bnh_pct,households_erb_1519_bnh_pct_moe,households_grapi_1519_hsp_count,households_grapi_1519_hsp_count_moe,households_grapi_1519_hsp_count_cv,households_grapi_1519_hsp_pct,households_grapi_1519_hsp_pct_moe,households_rb_1519_hsp_count,households_rb_1519_hsp_count_moe,households_rb_1519_hsp_count_cv,households_rb_1519_hsp_pct,households_rb_1519_hsp_pct_moe,households_erb_1519_hsp_count,households_erb_1519_hsp_count_moe,households_erb_1519_hsp_count_cv,households_erb_1519_hsp_pct,households_erb_1519_hsp_pct_moe,households_grapi_1519_anh_count,households_grapi_1519_anh_count_moe,households_grapi_1519_anh_count_cv,households_grapi_1519_anh_pct,households_grapi_1519_anh_pct_moe,households_rb_1519_anh_count,households_rb_1519_anh_count_moe,households_rb_1519_anh_count_cv,households_rb_1519_anh_pct,households_rb_1519_anh_pct_moe,households_erb_1519_anh_count,households_erb_1519_anh_count_moe,households_erb_1519_anh_count_cv,households_erb_1519_anh_pct,households_erb_1519_anh_pct_moe
03901,9255,933,6.1,100,,4224,615,8.8,45.6,4.8,2175,456,12.7,23.5,4.3,7402,910,7.5,100,,3545,601,10.3,47.9,5.6,1852,421,13.8,25.0,4.8,406,189,28.4,100,,28,41,88.2,6.9,9.5,0,,,,,1173,397,20.6,100,,559,248,27.0,47.7,13.7,263,163,37.7,22.4,11.7,210,139,40.2,100,,77,70,55.3,36.7,22.8,45,50,67.6,21.4,19.1,9590,1046,6.6,100,,4198,643,9.3,43.8,4.7,2417,480,12.1,25.2,4.2,7358,924,7.6,100,,3377,595,10.7,45.9,5.7,1739,368,12.9,23.6,4.0,61,64,64.2,100,,26,43,99.8,42.6,53.6,26,43,99.8,42.6,53.6,1862,443,14.5,100,,618,296,29.2,33.2,13.8,513,293,34.8,27.6,14.3,270,156,35.1,100,,158,133,51.0,58.5,35.6,120,122,61.6,44.4,37.0
03902,11503,867,4.6,100,,6044,653,6.6,52.5,4.1,3317,531,9.7,28.8,4.1,6512,628,5.9,100,,3444,510,9.0,52.9,6.0,1814,367,12.3,27.9,5.0,1403,304,13.2,100,,724,254,21.4,51.6,14.3,427,184.0,26.2,30.4,11.4,2562,463,11.0,100,,1426,379,16.1,55.7,10.8,816,261,19.5,31.9,8.4,836,264,19.2,100,,399,191,29.1,47.7,17.1,209,137,39.7,25.0,14.3,12215,932,4.6,100,,6140,878,8.7,50.3,6.1,3468,653,11.5,28.4,4.9,6864,764,6.8,100,,2971,547,11.2,43.3,6.3,1693,428,15.4,24.7,5.6,1407,319,13.8,100,,616,262,25.8,43.8,15.7,318,178,34.1,22.6,11.6,2762,562,12.4,100,,1874,492,16.0,67.8,11.3,949,301,19.3,34.4,8.3,1050,331,19.1,100,,651,260,24.3,62.0,15.2,493,240,29.6,47.0,17.4
03903,25301,1216,2.9,100,,14580,943,3.9,57.6,2.5,9182,892,5.9,36.3,3.1,7526,682,5.5,100,,3982,511,7.8,52.9,4.8,2297,451,11.9,30.5,5.3,7980,676,5.1,100,,4220,540,7.8,52.9,5.1,2634,530.0,12.2,33.0,6.0,7977,665,5.1,100,,5201,569,6.7,65.2,4.6,3502,453,7.9,43.9,4.4,1192,282,14.4,100,,839,242,17.6,70.4,11.7,559,210,22.9,46.9,13.7,24425,1187,3.0,100,,13719,955,4.2,56.2,2.8,7227,736,6.2,29.6,2.6,7153,656,5.6,100,,3435,517,9.2,48.0,5.7,1537,312,12.3,21.5,3.9,7266,703,5.9,100,,4289,598,8.5,59.0,5.9,2341,485,12.6,32.2,5.9,8498,855,6.1,100,,5147,746,8.8,60.6,6.3,2804,507,11.0,33.0,5.0,1060,306,17.6,100,,486,191,23.9,45.8,12.3,332,158,28.9,31.3,11.8
04001,46766,831,1.1,100,,24341,948,2.4,52.0,1.8,13236,791,3.6,28.3,1.6,28579,1033,2.2,100,,14420,825,3.5,50.5,2.2,7966,631,4.8,27.9,2.0,2164,362,10.2,100,,1161,302,15.8,53.7,10.7,754,265.0,21.4,34.8,10.8,12591,797,3.8,100,,6925,648,5.7,55.0,3.8,3700,500,8.2,29.4,3.5,2607,443,10.3,100,,1396,346,15.1,53.5,9.7,589,241,24.9,22.6,8.4,53167,1123,1.3,100,,24787,1105,2.7,46.6,1.8,12771,952,4.5,24.0,1.7,33371,1076,2.0,100,,14798,993,4.1,44.3,2.6,7798,766,6.0,23.4,2.2,1947,433,13.5,100,,972,294,18.4,49.9,10.2,526,254,29.3,27.0,11.6,12515,848,4.1,100,,6299,699,6.7,50.3,4.4,3162,570,11.0,25.3,4.2,4019,469,7.1,100,,2204,416,11.5,54.8,8.1,1083,282,15.8,26.9,6.3
04002,35437,732,1.3,100,,21119,898,2.6,59.6,2.2,12902,709,3.3,36.4,1.9,4801,507,6.4,100,,2757,425,9.4,57.4,6.4,1276,286,13.6,26.6,5.3,6353,685,6.6,100,,3761,553,8.9,59.2,5.9,2401,439.0,11.1,37.8,5.6,22768,902,2.4,100,,13532,883,4.0,59.4,3.1,8469,702,5.0,37.2,2.7,1195,277,14.1,100,,790,257,19.8,66.1,15.1,591,198,20.4,49.5,12.0,38955,800,1.2,100,,21594,1039,2.9,55.4,2.4,12190,991,4.9,31.3,2.5,9853,576,3.6,100,,4920,469,5.8,49.9,3.8,2278,384,10.2,23.1,3.7,6089,686,6.8,100,,3354,518,9.4,55.1,5.8,2150,467,13.2,35.3,6.6,19760,1023,3.1,100,,11562,982,5.2,58.5,3.9,6803,832,7.4,34.4,3.8,2217,384,10.5,100,,1140,283,15.1,51.4,9.1,658,227,21.0,29.7,8.9
04003,35891,924,1.6,100,,20518,932,2.8,57.2,2.1,11930,914,4.7,33.2,2.4,4482,456,6.2,100,,2765,368,8.1,61.7,5.3,1810,359,12.1,40.4,6.9,22173,913,2.5,100,,12647,837,4.0,57.0,3.0,6954,726.0,6.3,31.4,3.0,7712,588,4.6,100,,4289,511,7.2,55.6,5.1,2679,436,9.9,34.7,5.0,895,224,15.2,100,,529,184,21.2,59.1,14.3,367,157,26.1,41.0,14.3,39731,1106,1.7,100,,21348,1221,3.5,53.7,2.7,10908,900,5.0,27.5,2.1,10012,693,4.2,100,,5134,624,7.4,51.3,5.1,2624,413,9.6,26.2,3.7,19009,962,3.1,100,,10624,945,5.4,55.9,4.1,5766,744,7.8,30.3,3.6,8322,804,5.9,100,,4230,547,7.9,50.8,4.4,1928,389,12.3,23.2,4.1,1145,287,15.2,100,,732,237,19.7,63.9,13.1,390,187,29.2,34.1,13.9
04004,35197,1024,1.8,100,,14962,779,3.2,42.5,1.8,7860,654,5.1,22.3,1.7,15486,833,3.3,100,,5686,569,6.1,36.7,3.1,2673,477,10.8,17.3,2.9,10282,698,4.1,100,,4518,505,6.8,43.9,3.9,2625,453.0,10.5,25.5,4.0,6199,578,5.7,100,,3172,404,7.7,51.2,4.4,1796,362,12.3,29.0,5.2,2281,428,11.4,100,,1247,311,15.2,54.7,9.0,609,205,20.5,26.7,7.5,41558,1091,1.6,100,,16596,1156,4.2,39.9,2.6,7876,780,6.0,19.0,1.8,19615,799,2.5,100,,6393,605,5.8,32.6,2.8,2660,380,8.7,13.6,1.9,10940,758,4.2,100,,5462,693,7.7,49.9,5.3,2694,484,10.9,24.6,4.1,5925,700,7.2,100,,2768,538,11.8,46.7,7.2,1308,390,18.1,22.1,6.1,3832,378,6.0,100,,1605,244,9.2,41.9,4.8,872,197,13.7,22.8,4.6
04005,30995,1086,2.1,100,,12843,998,4.7,41.4,2.9,5132,710,8.4,16.6,2.2,19511,1119,3.5,100,,7956,887,6.8,40.8,3.9,2928,570,11.8,15.0,2.8,2707,413,9.3,100,,1037,330,19.3,38.3,10.7,549,212.0,23.4,20.3,7.2,6151,747,7.4,100,,3063,532,10.6,49.8,6.2,1324,355,16.3,21.5,5.1,1749,346,12.0,100,,450,187,25.2,25.7,9.4,178,108,37.0,10.2,5.9,29345,1035,2.1,100,,10697,763,4.3,36.5,2.3,4925,585,7.2,16.8,1.9,18277,893,3.0,100,,5733,585,6.2,31.4,2.8,2440,371,9.2,13.4,1.9,3089,550,10.8,100,,1408,337,14.5,45.6,7.3,854,287,20.4,27.6,7.9,4825,624,7.9,100,,2422,495,12.4,50.2,7.9,1312,349,16.2,27.2,6.3,2141,354,10.1,100,,764,225,17.9,35.7,8.7,171,95,33.9,8.0,4.3
04006,38649,998,1.6,100,,19974,973,3.0,51.7,2.1,11080,873,4.8,28.7,2.1,6497,568,5.3,100,,2980,353,7.2,45.9,3.7,1471,304,12.6,22.6,4.2,25600,911,2.2,100,,13565,836,3.7,53.0,2.7,7658,723.0,5.7,29.9,2.6,4837,672,8.4,100,,2580,516,12.2,53.3,7.7,1418,438,18.8,29.3,8.1,963,285,18.0,100,,508,155,18.5,52.8,3.8,347,148,25.9,36.0,11.0,42737,1076,1.5,100,,21703,1128,3.2,50.8,2.3,11186,878,4.8,26.2,1.9,10697,696,4.0,100,,3882,547,8.6,36.3,4.5,1633,346,12.9,15.3,3.1,23921,1004,2.6,100,,14038,939,4.1,58.7,3.1,7390,776,6.4,30.9,3.0,5056,624,7.5,100,,2506,487,11.8,49.6,7.4,1418,329,14.1,28.0,5.5,1523,328,13.1,100,,594,176,18.0,39.0,7.9,282,133,28.7,18.5,7.8
04007,31525,882,1.7,100,,18820,983,3.2,59.7,2.6,11063,696,3.8,35.1,2.0,290,175,36.7,100,,116,109,57.2,40.0,28.9,92,87,57.2,31.7,22.9,23925,923,2.3,100,,14542,933,3.9,60.8,3.1,8782,618.0,4.3,36.7,2.2,6699,680,6.2,100,,3884,494,7.7,58.0,4.4,2040,309,9.2,30.5,3.4,249,108,26.5,100,,113,85,45.6,45.4,27.8,61,74,73.4,24.5,27.6,36168,956,1.6,100,,23256,994,2.6,64.3,2.2,14088,897,3.9,39.0,2.3,893,183,12.4,100,,484,155,19.4,54.2,13.3,196,93,28.8,21.9,9.4,26144,896,2.1,100,,16946,897,3.2,64.8,2.6,10434,831,4.8,39.9,2.9,8074,752,5.7,100,,5039,714,8.6,62.4,6.7,2878,602,12.7,35.6,6.7,321,129,24.3,100,,233,120,31.3,72.6,23.6,155,102,40.1,48.3,25.3
04008,35441,1104,1.9,100,,20182,1098,3.3,56.9,2.5,12115,1008,5.1,34.2,2.6,2940,437,9.0,100,,1507,350,14.1,51.3,9.2,544,218,24.4,18.5,6.9,18908,1015,3.3,100,,9919,886,5.4,52.5,3.7,6247,723.0,7.0,33.0,3.4,12617,876,4.2,100,,8112,858,6.4,64.3,5.1,4903,692,8.6,38.9,4.8,528,174,20.0,100,,289,136,28.5,54.7,18.3,209,121,35.1,39.6,18.8,39283,1187,1.8,100,,23304,1231,3.2,59.3,2.6,13242,930,4.3,33.7,2.1,2392,353,9.0,100,,1284,337,15.9,53.7,11.6,496,229,28.0,20.7,9.0,21778,1088,3.0,100,,13050,1158,5.4,59.9,4.4,7549,936,7.5,34.7,3.9,13474,857,3.9,100,,8124,737,5.5,60.3,3.9,4750,551,7.1,35.3,3.4,829,196,14.4,100,,370,150,24.7,44.6,14.8,215,98,27.6,25.9,10.0
04009,26592,1044,2.4,100,,13411,841,3.8,50.4,2.5,7168,674,5.7,27.0,2.3,4565,556,7.4,100,,2393,375,9.5,52.4,5.2,1316,306,14.1,28.8,5.7,18267,973,3.2,100,,8743,693,4.8,47.9,2.8,4606,522.0,6.9,25.2,2.5,3079,419,8.3,100,,1838,351,11.6,59.7,8.0,1007,267,16.1,32.7,7.5,473,152,19.6,100,,317,138,26.5,67.0,19.7,125,82,40.0,26.4,15.2,26785,1038,2.4,100,,13865,1008,4.4,51.8,3.2,7384,715,5.9,27.6,2.4,3546,461,7.9,100,,2142,395,11.2,60.4,7.9,1373,299,13.3,38.7,6.8,19075,886,2.8,100,,9372,765,5.0,49.1,3.3,4933,605,7.5,25.9,2.9,3021,457,9.2,100,,1734,367,12.9,57.4,8.5,772,252,19.8,25.6,7.4,672,185,16.7,100,,387,142,22.3,57.6,13.9,210,106,30.7,31.3,13.2
04010,30273,937,1.9,100,,16715,1074,3.9,55.2,3.1,9450,829,5.3,31.2,2.6,371,170,27.9,100,,200,138,41.9,53.9,27.7,177,130,44.7,47.7,27.5,26688,922,2.1,100,,14785,1042,4.3,55.4,3.4,8395,812.0,5.9,31.5,2.8,2190,376,10.4,100,,1295,364,17.1,59.1,13.2,642,254,24.1,29.3,10.5,463,282,37.1,100,,155,185,72.7,33.5,34.4,44,63,86.6,9.5,12.2,30711,1005,2.0,100,,17421,1076,3.8,56.7,3.0,9538,910,5.8,31.1,2.8,875,224,15.6,100,,457,173,23.0,52.2,14.5,241,112,28.2,27.5,10.6,26807,961,2.2,100,,15135,1012,4.1,56.5,3.2,8287,824,6.0,30.9,2.9,2128,411,11.7,100,,1273,381,18.2,59.8,13.7,606,245,24.6,28.5,10.1,247,122,30.0,100,,128,101,48.1,51.8,32.1,52,52,60.6,21.1,18.3
04011,32757,716,1.3,100,,20143,885,2.7,61.5,2.3,11820,898,4.6,36.1,2.6,3239,440,8.3,100,,2253,385,10.4,69.6,7.2,1071,257,14.6,33.1,6.5,24689,878,2.2,100,,14660,812,3.4,59.4,2.5,8567,780.0,5.5,34.7,2.9,3491,570,9.9,100,,2434,520,13.0,69.7,9.6,1653,415,15.3,47.4,9.0,639,231,22.0,100,,344,190,33.6,53.8,22.4,219,161,44.7,34.3,21.9,34064,800,1.4,100,,18147,935,3.1,53.3,2.4,10003,848,5.2,29.4,2.4,6909,555,4.9,100,,3401,513,9.2,49.2,6.3,1950,409,12.8,28.2,5.5,22162,924,2.5,100,,12011,821,4.2,54.2,2.9,6640,694,6.4,30.0,2.9,3205,521,9.9,100,,1899,405,13.0,59.3,8.2,1030,276,16.3,32.1,6.9,865,226,15.9,100,,357,176,30.0,41.3,17.3,157,124,47.9,18.2,13.5
04012,32550,988,1.8,100,,18666,922,3.0,57.3,2.2,11044,850,4.7,33.9,2.4,8104,653,4.9,100,,3945,436,6.7,48.7,3.7,2135,358,10.2,26.3,3.9,1272,344,16.4,100,,521,217,25.4,41.0,13.0,240,140.0,35.5,18.9,9.8,15035,971,3.9,100,,9366,788,5.1,62.3,3.4,5428,569,6.4,36.1,3.0,7800,592,4.6,100,,4629,500,6.6,59.3,4.6,3050,424,8.4,39.1,4.6,30553,942,1.9,100,,17274,844,3.0,56.5,2.1,9744,722,4.5,31.9,2.1,8085,585,4.4,100,,3303,481,8.8,40.9,5.2,1831,360,12.0,22.6,4.1,1047,291,16.9,100,,645,230,21.7,61.6,13.8,242,143,36.0,23.1,12.1,13360,740,3.4,100,,8564,708,5.0,64.1,3.9,5086,597,7.1,38.1,3.9,7520,602,4.9,100,,4573,511,6.8,60.8,4.7,2513,329,8.0,33.4,3.5
04013,29220,901,1.9,100,,15509,796,3.1,53.1,2.2,8160,660,4.9,27.9,2.1,19198,772,2.4,100,,9776,632,3.9,50.9,2.6,5376,491,5.5,28.0,2.3,581,185,19.3,100,,164,96,35.7,28.2,13.9,80,64.0,48.8,13.8,10.1,5095,531,6.3,100,,2841,451,9.7,55.8,6.7,1338,291,13.2,26.3,5.0,3911,489,7.6,100,,2470,425,10.5,63.2,7.5,1224,315,15.7,31.3,7.0,26415,806,1.9,100,,12776,743,3.5,48.4,2.4,7744,644,5.1,29.3,2.3,15168,729,2.9,100,,6846,558,5.0,45.1,3.0,4395,464,6.4,29.0,2.7,1050,244,14.1,100,,438,179,24.9,41.7,14.1,275,139,30.8,26.2,11.8,5666,569,6.1,100,,2993,465,9.4,52.8,6.3,1694,393,14.1,29.9,6.2,3746,383,6.2,100,,2236,357,9.7,59.7,7.3,1225,263,13.0,32.7,6.2
04014,30347,983,2.0,100,,19636,960,3.0,64.7,2.4,13010,865,4.0,42.9,2.5,20503,966,2.9,100,,13773,879,3.9,67.2,2.9,9430,749,4.8,46.0,2.9,794,317,24.3,100,,365,190,31.6,46.0,15.3,199,127.0,38.9,25.1,12.5,4797,527,6.7,100,,2858,501,10.6,59.6,8.1,1700,369,13.2,35.4,6.6,3896,428,6.7,100,,2469,406,10.0,63.4,7.8,1626,350,13.1,41.7,7.7,27275,913,2.0,100,,18565,756,2.5,68.1,1.6,12140,770,3.9,44.5,2.4,17990,899,3.0,100,,12558,758,3.7,69.8,2.4,8868,762,5.2,49.3,3.4,879,253,17.5,100,,454,195,26.1,51.6,16.5,203,134,40.2,23.1,13.7,4031,448,6.8,100,,2543,376,9.0,63.1,6.1,1526,283,11.3,37.9,5.6,3824,472,7.5,100,,2674,436,9.9,69.9,7.5,1410,340,14.6,36.9,7.6
04015,40740,854,1.3,100,,23736,1066,2.7,58.3,2.3,13608,976,4.4,33.4,2.3,14124,783,3.4,100,,8103,707,5.3,57.4,3.9,5092,550,6.6,36.1,3.3,16801,806,2.9,100,,9812,708,4.4,58.4,3.1,4826,556.0,7.0,28.7,3.0,6345,679,6.5,100,,3965,590,9.0,62.5,6.5,2387,546,13.9,37.6,7.6,2708,368,8.3,100,,1432,375,15.9,52.9,11.8,1047,309,18.0,38.7,10.1,42111,943,1.4,100,,24093,888,2.2,57.2,1.7,13969,937,4.1,33.2,2.1,15086,923,3.7,100,,8156,711,5.3,54.1,3.4,4870,519,6.5,32.3,2.8,15912,726,2.8,100,,8812,687,4.7,55.4,3.5,4960,612,7.5,31.2,3.6,6529,752,7.0,100,,4206,653,9.4,64.4,6.7,2519,557,13.4,38.6,7.3,3148,442,8.5,100,,2112,360,10.4,67.1,6.5,1152,247,13.0,36.6,5.9
04016,27544,845,1.9,100,,15570,832,3.2,56.5,2.5,8135,723,5.4,29.5,2.5,20508,892,2.6,100,,11535,766,4.0,56.2,2.8,6279,595,5.8,30.6,2.6,1752,438,15.2,100,,729,300,25.0,41.6,13.6,191,160.0,51.1,10.9,8.7,2534,442,10.6,100,,1565,332,12.9,61.8,7.5,765,246,19.5,30.2,8.1,2340,378,9.8,100,,1507,313,12.6,64.4,8.4,806,224,16.9,34.4,7.8,28629,1071,2.3,100,,15187,842,3.4,53.0,2.2,8077,675,5.1,28.2,2.1,19374,971,3.0,100,,10295,773,4.6,53.1,3.0,5689,606,6.5,29.4,2.8,2009,393,11.9,100,,629,246,23.8,31.3,10.6,260,183,42.9,12.9,8.8,3377,471,8.5,100,,1887,400,12.9,55.9,8.9,950,291,18.6,28.1,7.7,2981,409,8.3,100,,1783,336,11.5,59.8,7.7,824,241,17.8,27.6,7.1
04017,36930,904,1.5,100,,20464,1004,3.0,55.4,2.4,10745,745,4.2,29.1,1.9,22546,843,2.3,100,,12225,782,3.9,54.2,2.8,6497,579,5.4,28.8,2.3,451,173,23.3,100,,171,113,40.1,37.9,20.3,80,55.0,41.6,17.7,10.1,6165,658,6.5,100,,3515,503,8.7,57.0,5.4,1664,344,12.5,27.0,4.8,7278,582,4.9,100,,4313,512,7.2,59.3,5.2,2314,380,10.0,31.8,4.6,38533,1095,1.7,100,,22496,1142,3.1,58.4,2.5,12689,851,4.1,32.9,2.0,19602,719,2.2,100,,11373,762,4.1,58.0,3.3,6840,622,5.5,34.9,2.9,649,182,17.0,100,,267,137,31.1,41.1,17.6,134,103,46.6,20.6,14.7,7715,706,5.6,100,,4549,657,8.8,59.0,6.6,2308,445,11.7,29.9,5.1,9181,737,4.9,100,,5405,601,6.8,58.9,4.5,2790,416,9.1,30.4,3.8
04018,29527,889,1.8,100,,17128,980,3.5,58.0,2.8,8462,794,5.7,28.7,2.5,19525,896,2.8,100,,11926,888,4.5,61.1,3.6,6162,725,7.2,31.6,3.4,4120,462,6.8,100,,1804,386,13.0,43.8,8.0,679,266.0,23.8,16.5,6.2,3992,525,8.0,100,,2298,352,9.3,57.6,4.5,1166,300,15.6,29.2,6.4,1773,342,11.7,100,,1012,240,14.4,57.1,7.9,396,195,29.9,22.3,10.1,32038,944,1.8,100,,19337,1016,3.2,60.4,2.6,9840,821,5.1,30.7,2.4,19724,997,3.1,100,,12332,870,4.3,62.5,3.1,5988,657,6.7,30.4,3.0,4200,600,8.7,100,,2080,487,14.2,49.5,9.2,1017,350,20.9,24.2,7.6,4923,628,7.7,100,,3217,552,10.4,65.3,7.5,1691,455,16.4,34.3,8.1,2413,325,8.2,100,,1216,241,12.0,50.4,7.3,837,229,16.6,34.7,8.2
04101,55428,1010,1.1,100,,27636,1092,2.4,49.9,1.7,13561,838,3.8,24.5,1.4,28508,989,2.1,100,,13850,921,4.0,48.6,2.8,6683,662,6.0,23.4,2.2,4674,494,6.4,100,,1852,351,11.5,39.6,6.2,983,286.0,17.7,21.0,5.7,14864,803,3.3,100,,7992,738,5.6,53.8,4.0,3880,515,8.1,26.1,3.2,6057,709,7.1,100,,3271,485,9.0,54.0,4.9,1576,369,14.2,26.0,5.3,55081,1274,1.4,100,,25486,1139,2.7,46.3,1.8,11857,961,4.9,21.5,1.7,29243,1109,2.3,100,,12535,856,4.2,42.9,2.4,5570,587,6.4,19.0,1.9,4256,463,6.6,100,,1543,295,11.6,36.3,5.7,563,191,20.6,13.2,4.2,12752,722,3.4,100,,6898,600,5.3,54.1,3.6,3212,502,9.5,25.2,3.7,7445,675,5.5,100,,3750,558,9.0,50.4,5.9,2065,372,10.9,27.7,4.3
04102,34473,997,1.8,100,,20936,992,2.9,60.7,2.3,11611,958,5.0,33.7,2.6,4439,579,7.9,100,,2351,452,11.7,53.0,7.5,1516,389,15.6,34.2,7.5,1659,349,12.8,100,,859,248,17.5,51.8,10.2,448,174.0,23.6,27.0,8.8,23606,997,2.6,100,,14763,948,3.9,62.5,3.0,8039,856,6.5,34.1,3.3,4368,643,9.0,100,,2716,520,11.6,62.2,7.6,1446,416,17.5,33.1,8.2,33030,985,1.8,100,,20854,1010,2.9,63.1,2.4,11790,1028,5.3,35.7,2.9,3566,515,8.8,100,,1820,407,13.6,51.0,8.7,1103,297,16.4,30.9,7.0,1464,293,12.2,100,,919,258,17.1,62.8,12.3,474,180,23.1,32.4,10.5,23153,1079,2.8,100,,14879,989,4.0,64.3,3.0,8307,860,6.3,35.9,3.3,4507,507,6.8,100,,3067,473,9.4,68.0,7.2,1808,402,13.5,40.1,7.7
04103,42925,1222,1.7,100,,25044,1290,3.1,58.3,2.5,14528,1145,4.8,33.8,2.5,10266,864,5.1,100,,4933,669,8.2,48.1,5.1,2519,463,11.2,24.5,4.0,1769,359,12.3,100,,936,271,17.6,52.9,10.9,508,213.0,25.4,28.7,10.5,8931,790,5.4,100,,4667,664,8.7,52.3,5.8,2644,561,12.9,29.6,5.7,21026,1128,3.3,100,,13956,978,4.3,66.4,3.0,8533,911,6.5,40.6,3.7,41129,1347,2.0,100,,26422,1471,3.4,64.2,2.9,16580,1197,4.4,40.3,2.6,7320,780,6.5,100,,3946,563,8.7,53.9,5.1,2361,404,10.4,32.3,4.3,1344,247,11.2,100,,849,236,16.9,63.2,13.2,428,174,24.6,31.8,11.5,8988,846,5.7,100,,5556,751,8.2,61.8,6.0,2992,563,11.4,33.3,5.4,22646,1129,3.0,100,,15636,1097,4.3,69.0,3.4,10552,830,4.8,46.6,2.8
04104,12532,901,4.4,100,,6632,765,7.0,52.9,4.8,3757,667,10.8,30.0,4.9,5861,624,6.5,100,,2626,468,10.8,44.8,6.4,1436,393,16.6,24.5,6.2,302,162,32.6,100,,40,57,87.2,13.2,17.6,23,37.0,99.0,7.6,11.7,1789,360,12.2,100,,1068,329,18.8,59.7,14.0,572,230,24.5,32.0,11.1,4422,567,7.8,100,,2767,498,10.9,62.6,7.9,1645,382,14.1,37.2,7.2,11921,743,3.8,100,,6126,656,6.5,51.4,4.5,3031,490,9.8,25.4,3.8,4632,583,7.7,100,,2254,471,12.7,48.7,8.1,1044,291,16.9,22.5,5.6,652,194,18.1,100,,170,158,56.4,26.1,22.9,39,57,88.8,6.0,8.6,1949,387,12.1,100,,851,260,18.6,43.7,10.1,366,144,23.9,18.8,6.4,4525,538,7.2,100,,2712,423,9.5,59.9,6.0,1495,335,13.6,33.0,6.3
